week	id	location	sp	biomass	fgroup	stage	age	reped	chrm1	chrm2	radius
20	p1-1	(7, 3, 1)	p1	Dict("reprd"=>-0.0340275,"veg"=>99.7069)	p1	a	20	false	A	A	2
20	p1-2	(33, 12, 1)	p1	Dict("reprd"=>-0.0345275,"veg"=>99.685)	p1	a	20	false	A	A	2
20	p1-3	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	7	false	A	A	2
20	p1-4	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	7	false	A	A	2
20	p1-5	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	1	false	A	A	2
20	p1-6	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	1	false	A	A	2
21	p1-1	(7, 3, 1)	p1	Dict("reprd"=>-0.0222025,"veg"=>99.7069)	p1	a	21	false	A	A	2
21	p1-2	(33, 12, 1)	p1	Dict("reprd"=>-0.0229196,"veg"=>99.685)	p1	a	21	false	A	A	2
21	p1-3	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	8	false	A	A	2
21	p1-4	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	8	false	A	A	2
21	p1-5	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	2	false	A	A	2
21	p1-6	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	2	false	A	A	2
22	p1-1	(7, 3, 1)	p1	Dict("reprd"=>-0.01043,"veg"=>99.7069)	p1	a	22	false	A	A	2
22	p1-2	(33, 12, 1)	p1	Dict("reprd"=>-0.011248,"veg"=>99.685)	p1	a	22	false	A	A	2
22	p1-3	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	9	false	A	A	2
22	p1-4	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	9	false	A	A	2
22	p1-5	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	3	false	A	A	2
22	p1-6	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	3	false	A	A	2
23	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.00126919,"veg"=>99.7069)	p1	a	23	false	A	A	2
23	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.00033508,"veg"=>99.685)	p1	a	23	false	A	A	2
23	p1-3	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	10	false	A	A	2
23	p1-4	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	10	false	A	A	2
23	p1-5	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	4	false	A	A	2
23	p1-6	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	4	false	A	A	2
24	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.013053,"veg"=>99.7069)	p1	a	24	false	A	A	2
24	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0120738,"veg"=>99.685)	p1	a	24	false	A	A	2
24	p1-3	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	11	false	A	A	2
24	p1-4	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	11	false	A	A	2
24	p1-5	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	5	false	A	A	2
24	p1-6	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	5	false	A	A	2
25	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.013053,"veg"=>99.7186)	p1	a	25	false	A	A	2
25	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0120738,"veg"=>99.6968)	p1	a	25	false	A	A	2
26	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.013053,"veg"=>99.7305)	p1	a	26	false	A	A	2
26	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0120738,"veg"=>99.7086)	p1	a	26	false	A	A	2
27	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.013053,"veg"=>99.7423)	p1	a	27	false	A	A	2
27	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0120738,"veg"=>99.7206)	p1	a	27	false	A	A	2
28	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.013053,"veg"=>99.754)	p1	a	28	false	A	A	2
28	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0120738,"veg"=>99.7325)	p1	a	28	false	A	A	2
29	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.013053,"veg"=>99.7656)	p1	a	29	false	A	A	2
29	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0120738,"veg"=>99.7444)	p1	a	29	false	A	A	2
30	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.013053,"veg"=>99.7773)	p1	a	30	false	A	A	2
30	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0120738,"veg"=>99.7561)	p1	a	30	false	A	A	2
31	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.013053,"veg"=>99.7893)	p1	a	31	false	A	A	2
31	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0120738,"veg"=>99.7678)	p1	a	31	false	A	A	2
32	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.013053,"veg"=>99.8013)	p1	a	32	false	A	A	2
32	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0120738,"veg"=>99.7795)	p1	a	32	false	A	A	2
33	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.013053,"veg"=>99.813)	p1	a	33	false	A	A	2
33	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0120738,"veg"=>99.7914)	p1	a	33	false	A	A	2
34	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.013053,"veg"=>99.8249)	p1	a	34	false	A	A	2
34	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0120738,"veg"=>99.8033)	p1	a	34	false	A	A	2
35	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.013053,"veg"=>99.8365)	p1	a	35	false	A	A	2
35	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0120738,"veg"=>99.8149)	p1	a	35	false	A	A	2
36	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.013053,"veg"=>99.8482)	p1	a	36	false	A	A	2
36	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0120738,"veg"=>99.8267)	p1	a	36	false	A	A	2
37	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.013053,"veg"=>99.8599)	p1	a	37	false	A	A	2
37	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0120738,"veg"=>99.8385)	p1	a	37	false	A	A	2
38	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.013053,"veg"=>99.8718)	p1	a	38	false	A	A	2
38	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0120738,"veg"=>99.8502)	p1	a	38	false	A	A	2
39	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.013053,"veg"=>99.8838)	p1	a	39	false	A	A	2
39	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0120738,"veg"=>99.8619)	p1	a	39	false	A	A	2
40	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.013053,"veg"=>99.8958)	p1	a	40	false	A	A	2
40	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0120738,"veg"=>99.8737)	p1	a	40	false	A	A	2
41	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.013053,"veg"=>99.9075)	p1	a	41	false	A	A	2
41	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0120738,"veg"=>99.8855)	p1	a	41	false	A	A	2
42	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.013053,"veg"=>99.9196)	p1	a	42	false	A	A	2
42	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0120738,"veg"=>99.8973)	p1	a	42	false	A	A	2
43	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.013053,"veg"=>99.9312)	p1	a	43	false	A	A	2
43	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0120738,"veg"=>99.9092)	p1	a	43	false	A	A	2
44	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.013053,"veg"=>99.9431)	p1	a	44	false	A	A	2
44	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0120738,"veg"=>99.9209)	p1	a	44	false	A	A	2
45	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.013053,"veg"=>99.9549)	p1	a	45	false	A	A	2
45	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0120738,"veg"=>99.9329)	p1	a	45	false	A	A	2
46	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.013053,"veg"=>99.9667)	p1	a	46	false	A	A	2
46	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0120738,"veg"=>99.9447)	p1	a	46	false	A	A	2
47	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.013053,"veg"=>99.9786)	p1	a	47	false	A	A	2
47	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0120738,"veg"=>99.9565)	p1	a	47	false	A	A	2
48	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.013053,"veg"=>99.9904)	p1	a	48	false	A	A	2
48	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0120738,"veg"=>99.9685)	p1	a	48	false	A	A	2
49	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.013053,"veg"=>100.002)	p1	a	49	false	A	A	2
49	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0120738,"veg"=>99.98)	p1	a	49	false	A	A	2
50	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.013053,"veg"=>100.014)	p1	a	50	false	A	A	2
50	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0120738,"veg"=>99.9916)	p1	a	50	false	A	A	2
51	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.013053,"veg"=>100.026)	p1	a	51	false	A	A	2
51	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0120738,"veg"=>100.003)	p1	a	51	false	A	A	2
52	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.013053,"veg"=>100.038)	p1	a	52	false	A	A	2
52	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0120738,"veg"=>100.015)	p1	a	52	false	A	A	2
